ProductID, ProductName, ProductStock, Price, Discount, Category_CategoryID
FUR-CH-10003846,Hon Valutask Swivel Chairs,16,161.568,30,2
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,19,70.98,20,2
FUR-CH-10003968,Novimex Turbo Task Chair,29,127.764,30,2
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,36,520.464,15,2
FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,31,179.886,30,2
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,39,457.568,15,2
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,43,408.422,15,2
FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",39,90.882,20,2
FUR-CH-10004287,SAFCO Arco Folding Chair,65,220.96,15,2
FUR-CH-10004289,Global Super Steno Chair,36,153.568,30,2
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",54,48.712,10,2
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",34,240.784,15,2
FUR-CH-10004540,Global Chrome Stack Chair,38,47.992,10,2
FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,26,90.801,20,2
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",35,305.312,15,2
FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",35,64.784,20,2
FUR-CH-10004754,"Global Stack Chair with Arms, Black",35,29.98,10,2
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",30,120.784,30,2
FUR-CH-10004860,Global Low Back Tilter Chair,28,70.686,20,2
FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,31,113.888,30,2
FUR-CH-10004886,Bevis Steel Folding Chairs,31,230.28,15,2
FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,35,434.646,15,2
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,48,451.152,15,2
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",44,1.988,0,6
FUR-FU-10000023,Eldon Wave Desk Accessories,56,4.712,0,6
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,22,24.64,10,6
FUR-FU-10000076,24-Hour Round Wall Clock,35,19.98,10,6
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",19,18.176,10,6
FUR-FU-10000175,DAX Wood Document Frame.,19,10.984,10,6
FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,26,25.984,10,6
FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",26,2.328,0,6
FUR-FU-10000221,"Master Caster Door Stop, Brown",46,6.096,0,6
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",25,64.96,20,6
FUR-FU-10000246,Aluminum Document Frame,29,12.22,10,6
FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",25,9.708,0,6
FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,24,84.272,20,6
FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,17,168.464,30,6
FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",9,113.568,30,6
FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,34,124.36,30,6
FUR-FU-10000320,OIC Stacking Trays,39,5.344,0,6
FUR-FU-10000397,Luxo Economy Swing Arm Lamp,22,39.88,10,6
FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",9,14.98,10,6
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,13,31.96,10,6
FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",16,58.68,20,6
FUR-FU-10000550,Stacking Trays by OIC,25,3.984,0,6
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,30,335.744,15,6
FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,42,11.032,10,6
FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",29,35.28,10,6
FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",22,17.14,10,6
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",43,66.112,20,6
FUR-FU-10000732,Eldon 200 Class Desk Accessories,29,12.56,10,6
FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,30,45.98,10,6
FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,18,24.96,10,6
FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,30,31.776,10,6
FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",29,6.28,0,6
FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",22,18.28,10,6
FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,12,13.592,10,6
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",31,41.552,10,6
FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",22,11.664,10,6
FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",30,7.584,0,6
FUR-FU-10001057,Tensor Track Tree Floor Lamp,22,31.984,10,6
FUR-FU-10001085,3M Polarizing Light Filter Sleeves,17,22.38,10,6
FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,31,21.184,10,6
FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",37,30.93,10,6
FUR-FU-10001196,DAX Cubicle Frames - 8x10,34,11.54,10,6
FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",22,34.504,10,6
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,28,67.36,20,6
FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",5,26.72,10,6
FUR-FU-10001424,Dax Clear Box Frame,17,6.984,0,6
FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,33,273.568,15,6
FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",67,20.104,10,6
FUR-FU-10001475,"Contract Clock, 14"", Brown",28,8.792,0,6
FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",30,20.94,10,6
FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",33,169.568,30,6
FUR-FU-10001546,Dana Swing-Arm Lamps,18,8.544,0,6
FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",24,58.36,20,6
FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,30,19.52,10,6
FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",22,30.344,10,6
FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",9,24.96,10,6
FUR-FU-10001706,Longer-Life Soft White Bulbs,54,4.928,0,6
FUR-FU-10001731,Acrylic Self-Standing Desk Frames,46,4.272,0,6
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",26,15.232,10,6
FUR-FU-10001847,Eldon Image Series Black Desk Accessories,15,3.312,0,6
FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",28,2.784,0,6
FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",31,7.76,0,6
FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",16,17.024,10,6
FUR-FU-10001876,"Computer Room Manger, 14""",29,51.968,20,6
FUR-FU-10001889,Ultra Door Pull Handle,35,25.248,10,6
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,37,1.892,0,6
FUR-FU-10001934,Magnifier Swing Arm Lamp,15,41.96,10,6
FUR-FU-10001935,3M Hangers With Command Adhesive,40,2.96,0,6
FUR-FU-10001940,Staple-based wall hangings,45,6.368,0,6
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,12,7.996,0,6
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,37,32.776,10,6
FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",17,40.784,10,6
FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",10,44.46,10,6
FUR-FU-10002045,"Executive Impressions 14""",22,22.23,10,6
FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,100,10.776,10,6
FUR-FU-10002107,Eldon Pizzaz Desk Accessories,25,5.352,0,6
FUR-FU-10002111,"Master Caster Door Stop, Large Brown",12,8.736,0,6
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",18,56.568,20,6
FUR-FU-10002157,Artistic Insta-Plaque,12,47.04,10,6
FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,13,5.584,0,6
FUR-FU-10002240,Nu-Dell EZ-Mount Plastic Wall Frames,10,7.88,0,6
FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",35,68.704,20,6
FUR-FU-10002268,Ultra Door Push Plate,38,9.82,0,6
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",31,266.352,15,6
FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",37,7.38,0,6
FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,10,124.41,30,6
FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",24,25.16,10,6
FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",33,9.48,0,6
FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",35,11.648,10,6
FUR-FU-10002501,Nu-Dell Executive Frame,46,30.336,10,6
FUR-FU-10002505,Eldon 100 Class Desk Accessories,24,4.044,0,6
FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",10,12.99,10,6
FUR-FU-10002508,Document Clip Frames,8,20.016,10,6
FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",6,29.32,10,6
FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",9,23.99,10,6
FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",37,7.904,0,6
FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,16,13.4,10,6
FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",4,18.7,10,6
FUR-FU-10002703,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",5,51.56,20,6
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,45,23.976,10,6
FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",18,40.48,10,6
FUR-FU-10002874,Ultra Commercial Grade Dual Valve Door Closer,3,63.824,20,6
FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",100,22.784,10,6
FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,25,7.712,0,6
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,24,181.96,30,6
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",38,79.384,20,6
FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",33,15.072,10,6
FUR-FU-10002963,"Master Caster Door Stop, Gray",12,2.032,0,6
FUR-FU-10003026,"Eldon Regeneration Recycled Desk Accessories, Black",11,9.68,0,6
FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",100,34.504,10,6
FUR-FU-10003095,"Linden 12"" Wall Clock With Oak Frame",4,101.94,30,6
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",15,22.77,10,6
FUR-FU-10003142,"Master Big Foot Doorstop, Beige",38,15.84,10,6
FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,24,177.68,30,6
FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",18,19.3,10,6
FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,28,16.784,10,6
FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,26,31.984,10,6
FUR-FU-10003274,Regeneration Desk Collection,28,4.224,0,6
FUR-FU-10003347,Coloredge Poster Frame,28,28.4,10,6
FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,13,148.02,30,6
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",34,55.968,20,6
FUR-FU-10003424,Nu-Dell Oak Frame,19,25.632,10,6
FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",13,40.56,10,6
FUR-FU-10003489,Contemporary Borderless Frame,8,10.332,10,6
FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,28,21.936,10,6
FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",22,82.524,20,6
FUR-FU-10003577,Nu-Dell Leatherette Frames,24,43.02,10,6
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",34,73.784,20,6
FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",28,43.296,10,6
FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",42,190.92,30,6
FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",24,12.35,10,6
FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",31,72.78,20,6
FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,50,6.696,0,6
FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",18,9.98,0,6
FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,26,159.04,30,6
FUR-FU-10003798,"Ultra Door Kickplate, 8""H x 34""W",12,79.12,20,6
FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",26,14.224,10,6
FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",25,242.176,15,6
FUR-FU-10003829,Stackable Trays,30,4.928,0,6
FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",26,15.008,10,6
FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",13,16.192,10,6
FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",28,30.56,10,6
FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,8,32.712,10,6
FUR-FU-10003930,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,17,94.428,20,6
FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,16,43.31,10,6
FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",22,25.16,10,6
FUR-FU-10003981,Eldon Wave Desk Accessories,19,4.16,0,6
FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",22,85.3,20,6
FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",28,76.14,20,6
FUR-FU-10004018,Tensor Computer Mounted Lamp,46,14.89,10,6
FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,26,5.47,0,6
FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,16,16.192,10,6
FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,16,104.01,30,6
FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",22,22.23,10,6
FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",51,18.84,10,6
FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,10,54.768,20,6
FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",8,4.95,0,6
FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,16,102.3,30,6
FUR-FU-10004245,"Career Cubicle Clock, 8 1/4"", Black",12,32.448,10,6
FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",57,4.18,0,6
FUR-FU-10004306,Electrix Halogen Magnifier Lamp,22,77.72,20,6
FUR-FU-10004351,Staple-based wall hangings,31,11.688,10,6
FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",19,7.168,0,6
FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",17,196.45,30,6
FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,19,5.312,0,6
FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",18,25.128,10,6
FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,10,22.2,10,6
FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,12,108.4,30,6
FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",19,273.96,15,6
FUR-FU-10004666,DAX Clear Channel Poster Frame,12,17.496,10,6
FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",17,14.136,10,6
FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",8,28.28,10,6
FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",15,63.94,20,6
